Student ID,Age,Gender,Gaming Hours,Study Hours,Sleep Hours,Grades
4024,23,Male,4,9,7,80
4025,23,Male,2,7,8,96
4026,22,Female,0,7,5,88
4027,21,Female,7,5,4,26
4028,17,Other,7,4,7,59
4029,22,Female,7,6,4,34
4030,20,Female,5,2,8,40
4031,21,Male,5,5,4,54
4032,23,Female,4,5,7,64
4033,23,Male,1,5,5,76
4034,18,Female,1,6,5,87
4035,22,Male,2,9,8,100
4036,16,Male,7,6,7,60
4037,16,Female,1,8,5,100
4038,22,Female,7,6,5,53
4039,24,Male,4,6,7,82
4040,22,Female,5,1,8,46
4041,20,Male,0,2,7,64
4042,23,Male,2,6,7,86
4043,17,Female,7,4,5,28
4044,24,Male,2,8,8,100
4045,21,Female,2,5,7,89
4046,24,Male,1,8,6,107
4047,17,Female,1,9,6,100
4048,18,Female,1,2,6,68
4049,23,Male,5,4,8,54
4050,16,Male,3,6,7,74
4051,22,Female,4,3,8,52
4052,22,Female,0,3,6,58
4053,16,Male,6,8,7,88
4054,24,Female,6,9,8,104
4055,23,Male,0,7,5,92
4056,19,Male,3,5,6,69
4057,20,Female,0,4,7,79
4058,17,Male,6,5,8,57
4059,24,Female,5,5,4,44
4060,21,Female,7,5,5,41
4061,18,Female,1,2,5,65
4062,22,Female,3,9,5,84
4063,24,Female,1,7,5,96
4064,18,Female,2,7,6,83
4065,17,Female,4,9,8,99
4066,22,Other,0,3,7,62
4067,22,Female,5,1,5,36
4068,19,Male,4,8,8,97
4069,24,Female,6,9,7,91
4070,23,Female,2,6,5,84
4071,16,Female,7,1,5,20
4072,16,Female,7,8,7,70
4073,20,Female,7,1,7,25
4074,21,Other,6,5,6,55
4075,18,Male,6,3,4,33
4076,24,Female,4,9,8,100
4077,21,Male,1,5,5,87
4078,19,Female,5,9,7,98
4079,22,Female,5,3,7,36
4080,23,Male,7,4,5,20
4081,24,Male,4,9,5,93
4082,21,Female,2,2,4,48
4083,21,Male,5,6,5,61
4084,23,Male,7,4,4,27
4085,20,Female,1,7,7,94
4086,18,Male,2,2,6,60
4087,18,Female,4,4,6,64
4088,21,Female,1,7,7,100
4089,17,Male,0,4,8,84
4090,21,Male,2,1,8,59
4091,21,Female,6,7,5,65
4092,23,Female,0,5,6,90
4093,22,Female,3,1,4,21
4094,23,Female,6,6,4,52
4095,24,Female,7,9,7,77
4096,21,Male,7,2,6,13
4097,18,Male,3,6,7,74
4098,18,Male,7,7,6,68
4099,16,Male,0,1,4,53
4100,20,Female,5,1,8,23
4101,19,Female,5,5,4,39
4102,24,Male,2,8,4,91
4103,24,Female,4,2,5,39
4104,20,Male,1,8,8,100
4105,19,Male,6,6,6,48
4106,22,Female,2,3,6,59
4107,21,Male,5,5,7,74
4108,19,Male,1,9,7,108
4109,17,Male,1,2,8,82
4110,16,Male,7,5,6,43
4111,19,Female,6,6,8,66
4112,19,Female,7,2,7,22
4113,16,Male,2,1,6,52
4114,21,Male,1,1,5,59
4115,19,Female,4,3,8,62
4116,16,Female,3,1,7,48
4117,16,Male,1,8,7,100
4118,16,Male,5,9,7,83
4119,23,Female,2,1,6,57
4120,23,Female,1,4,4,71
4121,17,Male,2,1,5,36
4122,22,Female,4,2,6,54
4123,23,Male,5,3,4,33
4124,23,Female,3,4,6,59
4125,22,Female,4,9,7,100
4126,20,Female,1,4,4,84
4127,16,Male,7,5,4,45
4128,24,Male,7,3,8,38
4129,22,Male,5,1,7,35
4130,17,Female,0,9,4,100
4131,21,Male,4,1,8,66
4132,17,Male,5,9,7,99
4133,16,Male,7,2,5,8
4134,22,Female,7,6,5,46
4135,17,Male,6,9,4,72
4136,17,Male,0,2,8,60
4137,20,Male,7,4,6,38
4138,20,Female,4,8,6,77
4139,22,Female,6,1,8,34
4140,16,Female,3,7,4,80
4141,23,Female,2,1,4,41
4142,18,Female,3,3,4,57
4143,19,Male,1,2,4,54
4144,24,Female,2,9,7,100
4145,19,Male,6,2,7,19
4146,20,Male,0,1,5,47
4147,22,Female,1,6,4,77
4148,19,Male,1,4,4,68
4149,16,Male,3,4,8,76
4150,24,Male,7,2,7,21
4151,19,Female,1,7,6,100
4152,24,Male,1,6,5,80
4153,21,Female,7,4,6,29
4154,16,Female,7,2,4,21
4155,18,Female,0,6,8,100
4156,17,Male,6,8,7,84
4157,24,Female,5,3,7,53
4158,16,Male,6,1,6,36
4159,24,Male,3,2,6,44
4160,24,Male,7,7,5,47
4161,23,Female,0,9,5,100
4162,23,Male,1,1,6,60
4163,16,Male,3,3,4,62
4164,23,Male,3,1,4,30
4165,18,Male,7,3,6,31
4166,22,Female,4,4,8,65
4167,16,Female,0,9,8,100
4168,16,Female,3,1,4,31
4169,20,Male,3,7,4,80
4170,20,Male,7,4,6,41
4171,23,Other,4,8,8,98
4172,22,Male,5,5,8,82
4173,23,Female,5,1,8,42
4174,21,Male,6,9,7,90
4175,21,Female,5,1,5,35
4176,17,Male,1,6,4,86
4177,21,Male,6,8,4,75
4178,20,Female,5,1,7,30
4179,18,Female,5,5,4,53
4180,21,Male,7,8,7,75
4181,23,Female,6,9,7,94
4182,24,Female,6,7,4,54
4183,16,Male,7,3,8,47
4184,18,Male,1,7,6,97
4185,18,Male,3,7,8,86
4186,23,Male,4,7,8,71
4187,16,Female,2,8,4,83
4188,20,Male,6,1,5,19
4189,18,Male,6,1,4,18
4190,17,Male,5,6,7,68
4191,23,Female,7,9,6,79
4192,18,Male,2,5,8,94
4193,22,Male,5,9,5,88
4194,16,Male,4,9,7,87
4195,21,Female,2,9,8,100
4196,18,Male,1,9,7,100
4197,23,Female,7,9,4,66
4198,21,Male,4,8,6,80
4199,17,Male,6,7,4,68
4200,21,Female,4,1,4,30
4201,22,Male,1,2,5,52
4202,20,Female,2,2,5,44
4203,18,Female,3,1,7,44
4204,19,Female,7,2,5,16
4205,19,Female,0,9,7,100
4206,21,Male,7,6,4,34
4207,16,Male,7,3,4,25
4208,19,Female,7,8,4,54
4209,19,Female,3,5,5,57
4210,16,Female,7,2,5,24
4211,24,Male,3,8,7,95
4212,19,Male,0,4,8,75
4213,22,Female,1,7,5,88
4214,18,Male,7,3,4,19
4215,18,Male,0,5,4,86
4216,23,Male,4,8,8,90
4217,23,Female,0,2,7,70
4218,16,Male,2,9,7,100
4219,17,Female,0,1,4,67
4220,23,Male,6,5,4,32
4221,16,Female,4,9,4,77
4222,23,Female,7,9,8,93
4223,23,Male,5,3,5,46
4224,17,Female,7,2,7,23
4225,19,Male,4,7,6,83
4226,21,Male,5,1,6,41
4227,24,Female,4,5,4,52
4228,23,Male,3,8,7,93
4229,23,Male,6,6,4,41
4230,22,Male,5,2,8,41
4231,24,Male,6,5,4,34
4232,17,Female,6,9,4,73
4233,18,Male,1,6,5,73
4234,23,Female,5,7,8,94
4235,21,Female,1,4,5,74
4236,24,Male,4,2,6,42
4237,19,Male,5,3,4,45
4238,23,Female,7,5,4,26
4239,18,Male,0,3,7,73
4240,18,Male,0,5,4,76
4241,23,Male,0,7,7,100
4242,20,Female,3,7,7,91
4243,18,Female,6,2,8,51
4244,16,Male,6,7,4,69
4245,18,Male,5,7,6,71
4246,24,Female,7,1,8,22
4247,20,Female,2,1,7,55
4248,17,Female,0,6,4,85
4249,22,Female,0,4,6,71
4250,17,Male,6,2,8,33
4251,19,Female,5,1,6,31
4252,22,Male,5,2,8,43
4253,19,Male,2,9,6,98
4254,22,Female,3,7,4,71
4255,22,Male,7,5,4,38
4256,16,Other,0,9,4,94
4257,21,Male,6,6,4,57
4258,24,Female,2,7,8,95
4259,17,Female,0,3,7,88
4260,18,Male,5,6,7,60
4261,20,Female,2,2,7,66
4262,24,Male,5,4,5,47
4263,19,Female,5,1,5,30
4264,16,Male,4,2,8,47
4265,19,Female,6,1,6,38
4266,21,Male,4,4,6,57
4267,20,Male,2,8,8,92
4268,16,Male,5,4,5,43
4269,19,Male,4,8,8,80
4270,21,Female,0,6,8,100
4271,19,Female,7,5,5,37
4272,24,Female,4,3,4,35
4273,20,Male,6,9,8,91
4274,23,Female,7,1,6,19
4275,24,Male,3,7,4,64
4276,20,Female,4,6,6,71
4277,21,Other,3,4,7,67
4278,16,Male,3,3,7,63
4279,22,Male,7,4,8,47
4280,19,Male,6,8,8,96
4281,17,Female,1,8,8,100
4282,20,Female,4,9,4,66
4283,18,Female,7,3,7,33
4284,21,Male,4,4,5,47
4285,23,Female,6,1,4,12
4286,22,Female,6,9,8,100
4287,18,Male,2,3,6,77
4288,23,Female,2,4,8,84
4289,17,Male,5,9,4,77
4290,24,Male,4,5,8,65
4291,19,Female,4,6,4,66
4292,16,Male,5,2,4,47
4293,23,Female,6,5,6,51
4294,22,Female,2,9,5,109
4295,20,Male,1,6,6,88
4296,20,Female,2,3,8,75
4297,22,Female,4,1,7,38
4298,20,Male,2,4,5,59
4299,23,Male,4,6,4,65
4300,21,Male,0,1,6,64
4301,20,Male,4,6,6,81
4302,24,Male,2,5,7,89
4303,17,Male,4,8,5,67
4304,16,Male,3,1,7,60
4305,23,Female,2,8,4,97
4306,18,Male,7,5,6,56
4307,22,Female,1,4,7,81
4308,23,Female,5,9,5,92
4309,21,Female,7,2,8,28
4310,24,Male,4,5,7,73
4311,22,Female,7,3,7,45
4312,20,Female,1,5,6,85
4313,23,Female,3,5,8,80
4314,17,Male,3,1,7,50
4315,22,Male,0,6,5,83
4316,19,Female,3,6,5,74
4317,24,Male,2,7,4,87
4318,16,Male,5,1,4,39
4319,22,Male,7,3,8,58
4320,21,Female,0,6,6,97
4321,23,Other,2,2,8,62
4322,20,Male,3,7,4,83
4323,16,Female,3,1,6,52
4324,16,Female,6,4,8,60
4325,24,Female,3,8,4,87
4326,21,Female,0,7,6,98
4327,20,Female,5,6,8,72
4328,16,Female,7,8,8,82
4329,21,Male,4,7,8,89
4330,21,Female,4,5,8,67
4331,18,Male,1,9,7,100
4332,23,Male,1,7,5,93
4333,16,Female,1,6,7,88
4334,16,Female,3,4,8,78
4335,21,Female,7,9,6,70
4336,16,Male,4,3,5,55
4337,21,Male,1,1,6,56
4338,16,Female,2,2,7,77
4339,21,Male,3,1,5,40
4340,18,Female,4,3,7,53
4341,23,Male,3,8,6,84
4342,21,Male,3,6,7,87
4343,16,Other,4,2,5,48
4344,20,Male,1,8,4,106
4345,23,Male,0,5,7,79
4346,18,Male,0,5,6,85
4347,21,Female,2,4,5,68
4348,20,Female,0,8,5,90
4349,21,Male,2,3,5,60
4350,16,Male,6,1,6,30
4351,22,Female,5,3,8,65
4352,24,Male,4,7,7,88
4353,17,Female,6,6,8,74
4354,20,Male,2,2,6,53
4355,19,Male,7,2,6,33
4356,21,Female,3,6,5,64
4357,21,Male,3,7,7,71
4358,17,Female,3,4,6,59
4359,17,Male,0,8,7,100
4360,19,Male,7,9,6,78
4361,16,Other,1,2,4,54
4362,24,Male,2,6,4,86
4363,22,Female,2,1,8,56
4364,22,Male,0,7,5,83
4365,18,Female,1,4,5,71
4366,18,Female,0,2,8,69
4367,16,Male,2,7,7,81
4368,18,Female,6,8,4,56
4369,18,Female,2,2,4,38
4370,19,Male,0,1,5,55
4371,19,Female,5,4,6,59
4372,18,Female,7,6,7,45
4373,23,Male,1,8,5,100
4374,23,Male,2,5,8,95
4375,16,Male,7,6,4,38
4376,22,Male,1,8,5,94
4377,17,Female,4,5,8,78
4378,16,Female,1,6,4,84
4379,18,Female,7,5,8,62
4380,19,Male,7,8,7,64
4381,21,Male,6,3,4,28
4382,20,Female,2,3,6,55
4383,19,Female,3,2,6,63
4384,23,Female,1,8,8,98
4385,19,Male,7,4,6,45
4386,17,Male,7,4,6,38
4387,18,Male,3,9,4,87
4388,21,Other,5,9,7,94
4389,23,Male,1,9,5,106
4390,23,Female,3,2,4,38
4391,24,Female,5,9,8,118
4392,22,Male,3,3,5,56
4393,17,Female,2,1,4,42
4394,23,Female,0,4,7,96
4395,22,Female,6,5,8,53
4396,23,Male,7,1,4,12
4397,18,Male,7,5,4,34
4398,22,Male,5,8,4,84
4399,24,Male,4,4,4,44
4400,18,Female,2,4,7,64
4401,21,Female,7,4,6,36
4402,17,Male,4,9,7,102
4403,17,Female,5,1,6,21
4404,20,Female,5,5,8,60
4405,20,Male,6,3,6,33
4406,22,Male,0,9,8,100
4407,17,Female,1,1,6,64
4408,22,Female,5,4,7,56
4409,20,Female,7,4,6,41
4410,21,Male,5,9,6,84
4411,23,Male,3,2,8,63
4412,19,Male,2,6,4,80
4413,22,Female,5,2,6,37
4414,21,Female,5,9,7,107
4415,17,Male,4,6,7,85
4416,23,Female,2,6,6,87
4417,24,Female,7,4,6,43
4418,20,Female,4,4,5,42
4419,19,Other,6,2,8,47
4420,21,Male,1,6,5,93
4421,23,Female,2,9,7,100
4422,18,Male,7,4,4,24
4423,16,Male,0,8,5,92
4424,19,Female,4,2,5,50
4425,19,Female,3,9,7,100
4426,16,Female,6,4,5,37
4427,24,Female,2,4,4,50
4428,18,Female,1,5,4,84
4429,20,Female,7,7,5,53
4430,21,Male,4,7,4,61
4431,23,Female,0,5,5,81
4432,21,Female,1,5,7,88
4433,18,Male,7,1,6,13
4434,21,Male,1,3,6,73
4435,16,Female,4,4,8,52
4436,19,Female,3,6,6,83
4437,21,Female,7,6,8,54
4438,22,Female,6,7,5,75
4439,18,Male,4,7,6,56
4440,24,Female,0,3,5,56
4441,22,Female,7,7,6,73
4442,16,Female,3,1,6,50
4443,17,Female,7,7,5,56
4444,16,Female,3,1,7,51
4445,24,Female,5,7,6,77
4446,24,Female,0,5,4,66
4447,22,Male,5,4,6,45
4448,18,Female,2,7,7,87
4449,20,Male,2,1,5,47
4450,19,Male,0,3,4,51
4451,22,Female,1,6,8,92
4452,24,Male,1,8,8,100
4453,17,Female,2,4,4,61
4454,23,Male,7,3,8,44
4455,24,Male,2,5,5,73
4456,24,Female,5,6,8,57
4457,22,Male,0,4,7,81
4458,24,Female,4,8,8,99
4459,24,Male,3,5,7,77
4460,18,Male,7,1,4,1
4461,19,Male,6,3,4,33
4462,17,Male,3,5,6,66
4463,18,Female,6,7,4,70
4464,20,Male,1,2,6,66
4465,20,Female,4,9,8,97
4466,21,Female,0,3,5,71
4467,22,Female,2,5,6,88
4468,22,Female,1,1,5,55
4469,16,Male,5,8,7,83
4470,17,Male,3,8,4,71
4471,24,Female,6,2,5,30
4472,17,Female,4,9,8,83
4473,21,Female,0,3,8,73
4474,16,Female,5,7,7,72
4475,18,Male,6,8,7,74
4476,17,Male,7,7,6,60
4477,18,Female,4,9,7,94
4478,20,Female,6,8,5,68
4479,21,Male,6,9,4,86
4480,24,Female,1,2,5,68
4481,19,Male,1,3,4,67
4482,22,Male,0,6,5,79
4483,21,Female,2,7,5,87
4484,17,Female,3,5,7,71
4485,23,Female,7,1,5,1
4486,22,Male,3,8,7,100
4487,22,Male,5,9,6,89
4488,23,Female,5,4,8,56
4489,16,Male,1,3,4,71
4490,16,Female,0,1,7,65
4491,23,Female,4,3,7,45
4492,19,Female,5,7,8,77
4493,20,Male,7,9,5,60
4494,23,Female,2,1,5,45
4495,20,Male,7,5,4,44
4496,19,Male,3,7,5,63
4497,21,Male,5,3,6,47
4498,20,Male,4,6,8,76
4499,22,Female,0,7,5,78
4500,22,Male,0,8,4,87
4501,19,Male,0,5,5,84
4502,20,Other,2,7,4,74
4503,18,Male,5,3,8,55
4504,19,Female,1,2,8,68
4505,19,Male,4,2,5,36
4506,18,Male,2,4,5,60
4507,20,Female,6,1,8,29
4508,20,Male,6,3,4,31
4509,22,Female,6,6,7,65
4510,19,Male,4,6,8,83
4511,19,Male,2,1,6,57
4512,24,Male,6,3,4,21
4513,21,Male,1,6,5,78
4514,19,Male,2,3,8,79
4515,17,Female,1,4,4,79
4516,21,Female,5,7,5,92
4517,17,Male,5,1,7,44
4518,20,Male,5,3,8,62
4519,21,Female,3,2,6,56
4520,19,Female,0,2,5,59
4521,18,Female,7,9,7,68
4522,22,Female,4,4,5,56
4523,17,Male,3,5,5,67
4524,21,Male,4,7,8,92
4525,19,Female,1,1,4,61
4526,21,Female,1,3,4,61
4527,19,Female,3,8,5,83
4528,19,Male,1,8,6,100
4529,19,Other,1,4,7,78
4530,24,Female,7,4,7,39
4531,22,Male,4,7,7,73
4532,18,Female,3,3,7,59
4533,18,Male,5,2,7,33
4534,21,Male,7,3,5,21
4535,21,Male,0,4,5,69
4536,19,Male,6,1,7,44
4537,24,Male,4,5,4,60
4538,19,Female,1,7,5,89
4539,24,Male,2,5,6,58
4540,19,Female,3,1,6,41
4541,17,Male,5,4,6,47
4542,17,Male,1,7,7,100
4543,20,Female,4,1,6,52
4544,19,Female,5,1,8,36
4545,22,Female,3,4,5,60
4546,20,Other,6,2,6,24
4547,21,Male,6,9,4,64
4548,19,Male,3,6,5,65
4549,17,Female,7,3,8,33
4550,24,Other,0,7,5,82
4551,22,Female,0,4,5,76
4552,19,Female,3,2,6,64
4553,18,Female,4,3,4,37
4554,18,Male,5,6,6,69
4555,24,Female,3,1,5,36
4556,20,Female,1,3,5,72
4557,18,Female,1,2,7,81
4558,20,Male,6,2,7,42
4559,17,Male,6,7,6,60
4560,19,Male,5,8,6,83
4561,17,Male,5,7,7,91
4562,17,Female,4,6,7,78
4563,23,Male,1,9,4,95
4564,16,Male,3,1,5,48
4565,22,Male,5,2,5,41
4566,20,Female,4,4,4,63
4567,23,Female,0,4,4,63
4568,16,Male,7,4,4,26
4569,22,Male,6,2,8,34
4570,20,Male,2,2,6,65
4571,19,Female,4,5,5,64
4572,22,Male,7,9,7,83
4573,17,Female,0,4,7,87
4574,16,Male,4,1,5,44
4575,16,Male,3,7,6,82
4576,16,Female,3,3,4,49
4577,20,Male,6,3,6,25
4578,22,Female,3,3,5,60
4579,17,Male,0,7,6,95
4580,23,Female,0,8,6,95
4581,19,Female,0,6,7,92
4582,18,Female,3,3,6,59
4583,23,Male,5,3,6,43
4584,17,Male,1,2,4,58
4585,18,Male,5,9,7,101
4586,18,Female,5,6,8,69
4587,16,Female,2,1,7,62
4588,21,Male,4,6,8,80
4589,17,Male,5,5,4,51
4590,16,Female,3,9,5,96
4591,17,Male,2,8,6,89
4592,21,Male,4,2,5,51
4593,19,Male,7,7,4,50
4594,21,Female,3,5,6,66
4595,24,Female,3,2,5,36
4596,23,Other,3,7,5,77
4597,16,Male,0,5,8,97
4598,23,Female,4,1,5,37
4599,24,Female,2,6,4,80
4600,21,Male,0,6,4,88
4601,20,Female,3,2,8,50
4602,21,Male,0,4,7,73
4603,21,Male,3,6,4,79
4604,24,Male,0,2,5,55
4605,19,Male,0,8,7,92
4606,17,Female,6,1,5,27
4607,24,Male,7,1,8,30
4608,17,Male,1,2,6,58
4609,24,Male,4,5,4,59
4610,17,Female,2,6,8,83
4611,23,Female,3,4,5,57
4612,24,Female,3,3,5,49
4613,24,Female,2,8,5,80
4614,24,Male,5,1,7,51
4615,17,Male,1,3,4,77
4616,19,Female,0,1,5,49
4617,22,Male,6,1,4,26
4618,17,Male,5,4,8,60
4619,16,Female,3,2,5,49
4620,18,Male,3,3,5,57
4621,19,Male,3,8,6,84
4622,23,Male,3,2,7,55
4623,21,Male,3,8,8,96
4624,17,Female,4,7,5,72
4625,24,Female,4,3,8,69
4626,17,Female,5,5,6,50
4627,20,Female,5,5,4,50
4628,19,Male,3,2,8,68
4629,22,Male,3,9,6,84
4630,23,Male,2,6,7,75
4631,20,Male,4,8,8,85
4632,20,Other,3,8,6,87
4633,17,Female,7,1,4,21
4634,23,Male,5,2,8,51
4635,17,Male,7,2,5,15
4636,21,Male,5,8,6,85
4637,23,Male,7,8,5,68
4638,21,Male,5,5,5,66
4639,19,Female,7,1,7,30
4640,19,Female,1,2,6,74
4641,21,Female,0,8,7,99
4642,19,Male,4,9,8,85
4643,23,Male,7,2,5,27
4644,24,Female,3,1,6,41
4645,16,Female,1,3,7,81
4646,19,Female,4,1,7,46
4647,19,Female,5,8,6,95
4648,17,Female,2,5,5,62
4649,21,Female,5,6,6,65
4650,18,Male,7,4,6,26
4651,22,Female,7,4,5,26
4652,20,Male,2,3,7,65
4653,19,Male,2,7,4,79
4654,20,Female,2,7,8,97
4655,23,Male,3,4,7,74
4656,18,Male,0,3,5,56
4657,22,Male,6,1,4,14
4658,21,Male,2,1,7,55
4659,16,Male,7,6,7,63
4660,22,Male,7,5,8,56
4661,22,Male,0,4,5,79
4662,16,Male,7,8,4,62
4663,24,Other,5,5,8,67
4664,21,Male,4,4,5,69
4665,17,Male,3,2,7,56
4666,20,Female,4,8,4,75
4667,19,Female,2,6,7,84
4668,22,Female,4,1,4,22
4669,23,Male,0,6,7,100
4670,16,Female,4,4,6,60
4671,20,Female,2,8,8,100
4672,18,Female,0,9,4,97
4673,16,Female,4,6,5,64
4674,18,Female,4,7,4,66
4675,21,Female,3,1,8,53
4676,22,Female,0,6,6,91
4677,23,Male,7,7,6,64
4678,19,Female,4,5,4,49
4679,18,Female,0,6,6,87
4680,20,Male,4,9,5,76
4681,24,Other,3,2,5,49
4682,21,Male,0,1,7,69
4683,24,Male,4,7,4,52
4684,21,Female,6,8,7,76
4685,17,Male,5,8,8,80
4686,20,Male,1,6,8,95
4687,24,Male,6,8,7,82
4688,23,Male,2,7,5,73
4689,22,Male,7,1,7,28
4690,16,Male,0,7,4,82
4691,19,Male,3,2,4,33
4692,22,Other,4,3,7,49
4693,22,Other,1,4,8,97
4694,21,Male,6,3,4,32
4695,23,Female,5,3,4,43
4696,21,Male,0,2,6,65
4697,18,Male,4,3,5,38
4698,19,Male,3,1,7,38
4699,18,Other,1,5,5,81
4700,16,Female,7,7,4,59
4701,20,Male,7,8,6,71
4702,16,Male,2,8,8,100
4703,16,Male,4,4,7,60
4704,17,Female,2,7,8,94
4705,19,Female,6,3,5,32
4706,21,Male,7,1,8,16
4707,23,Female,2,7,5,88
4708,18,Male,6,6,8,57
4709,16,Female,3,8,6,76
4710,18,Female,3,6,5,70
4711,18,Male,7,2,5,14
4712,20,Female,4,8,6,74
4713,19,Female,3,6,4,63
4714,19,Male,5,8,8,98
4715,24,Male,2,7,5,80
4716,22,Female,2,3,5,56
4717,19,Male,7,1,5,18
4718,18,Male,5,2,4,23
4719,21,Male,6,1,7,35
4720,18,Female,2,3,6,58
4721,21,Female,4,5,8,68
4722,24,Female,7,9,4,55
4723,21,Female,2,8,8,97
4724,19,Male,1,7,5,100
4725,20,Female,4,1,8,50
4726,21,Female,3,4,4,62
4727,18,Male,1,7,7,100
4728,23,Male,7,2,6,19
4729,19,Male,7,8,5,70
4730,23,Female,4,9,4,88
4731,18,Female,6,4,7,49
4732,22,Female,6,7,4,68
4733,24,Other,5,2,6,29
4734,19,Male,0,7,7,99
4735,23,Female,1,1,7,70
4736,18,Female,0,2,8,70
4737,22,Male,0,7,5,100
4738,18,Other,2,7,5,68
4739,22,Male,3,6,5,74
4740,21,Female,1,5,7,87
4741,17,Female,0,7,8,95
4742,18,Female,4,7,8,91
4743,21,Female,2,9,8,100
4744,19,Male,6,9,8,99
4745,21,Female,0,8,8,100
4746,16,Male,6,7,5,71
4747,16,Female,7,6,8,47
4748,18,Female,5,2,7,35
4749,23,Female,5,2,4,27
4750,23,Male,7,8,4,67
4751,19,Female,1,8,5,94
4752,21,Female,7,6,7,46
4753,23,Female,6,4,7,44
4754,22,Male,5,1,5,14
4755,22,Male,2,3,7,63
4756,19,Male,4,4,4,60
4757,24,Female,5,5,8,63
4758,21,Female,4,9,7,86
4759,18,Other,5,1,8,50
4760,20,Male,0,5,4,70
4761,20,Male,2,4,8,85
4762,20,Female,3,9,5,100
4763,23,Female,2,8,6,92
4764,24,Female,1,4,6,81
4765,24,Female,1,10,7,100
4766,21,Male,2,5,8,74
4767,21,Female,3,2,7,59
4768,24,Female,0,6,8,99
4769,19,Female,7,3,5,15
4770,21,Male,6,6,5,68
4771,19,Male,5,9,6,82
4772,16,Male,1,8,5,100
4773,22,Female,4,3,8,53
4774,21,Male,4,3,7,66
4775,24,Male,7,1,6,20
4776,22,Male,5,3,7,53
4777,22,Female,4,1,6,30
4778,17,Male,6,5,4,40
4779,24,Female,1,7,6,97
4780,24,Male,0,7,7,99
4781,21,Male,5,1,8,40
4782,18,Female,0,4,4,72
4783,16,Male,0,3,6,71
4784,19,Male,5,1,4,21
4785,18,Male,2,4,4,62
4786,16,Female,5,3,7,45
4787,18,Female,7,6,5,45
4788,19,Male,2,8,7,99
4789,23,Male,1,5,6,77
4790,24,Other,0,7,5,82
4791,18,Female,1,2,6,74
4792,21,Male,0,9,4,91
4793,20,Female,0,2,8,65
4794,21,Female,3,2,4,44
4795,19,Female,2,1,4,48
4796,21,Male,5,3,7,62
4797,22,Male,6,5,8,72
4798,24,Male,6,9,8,94
4799,22,Female,4,8,5,66
4800,21,Female,0,4,4,68
4801,16,Male,5,6,7,65
4802,17,Female,2,6,8,84
4803,16,Female,0,8,5,86
4804,24,Other,6,7,6,67
4805,24,Female,2,6,4,71
4806,22,Other,1,7,4,91
4807,17,Male,6,7,6,58
4808,21,Female,7,2,4,22
4809,19,Female,2,2,5,50
4810,16,Male,2,7,5,71
4811,16,Male,4,8,6,74
4812,20,Other,5,4,4,49
4813,17,Male,0,9,6,106
4814,19,Female,4,2,8,53
4815,16,Male,7,4,4,22
4816,19,Male,2,4,7,76
4817,21,Male,7,9,8,86
4818,19,Male,7,3,5,38
4819,16,Female,2,5,4,69
4820,22,Female,6,2,4,43
4821,17,Male,1,5,7,83
4822,24,Male,5,8,6,80
4823,18,Male,6,3,5,39
4824,23,Male,1,8,8,100
4825,23,Female,5,9,7,88
4826,18,Male,6,1,5,19
4827,19,Male,2,7,7,91
4828,17,Female,1,3,5,63
4829,19,Male,0,2,7,68
4830,24,Male,4,6,4,56
4831,17,Male,7,7,7,70
4832,18,Female,6,4,5,47
4833,19,Female,3,1,6,42
4834,20,Female,4,9,4,91
4835,16,Male,2,7,7,99
4836,22,Male,1,3,4,61
4837,22,Female,3,5,4,66
4838,24,Female,3,1,4,30
4839,19,Other,4,4,4,59
4840,21,Male,7,5,7,46
4841,17,Male,4,5,8,69
4842,19,Female,4,2,7,48
4843,17,Female,1,7,8,107
4844,20,Female,7,3,4,26
4845,22,Female,6,6,4,46
4846,16,Female,7,3,6,36
4847,22,Female,3,4,8,94
4848,21,Female,4,2,7,69
4849,21,Other,4,6,5,55
4850,23,Female,1,4,4,66
4851,23,Male,5,1,4,33
4852,21,Male,7,1,5,19
4853,18,Female,1,5,7,93
4854,20,Male,0,2,4,62
4855,17,Female,5,6,8,66
4856,20,Male,2,4,8,75
4857,24,Male,4,6,8,82
4858,16,Female,5,9,8,94
4859,20,Male,2,5,4,67
4860,21,Male,6,8,8,79
4861,22,Male,4,7,5,75
4862,24,Female,6,9,8,88
4863,21,Male,6,2,4,27
4864,20,Female,6,8,6,70
4865,22,Male,0,9,4,91
4866,16,Female,1,4,4,68
4867,20,Male,0,3,8,83
4868,17,Male,3,9,8,100
4869,19,Male,7,6,6,53
4870,22,Male,3,4,6,63
4871,20,Female,6,8,7,76
4872,21,Male,2,3,5,49
4873,17,Male,2,2,7,67
4874,18,Female,7,5,6,45
4875,22,Male,3,6,7,71
4876,17,Male,6,8,8,92
4877,21,Female,1,5,6,76
4878,20,Female,7,8,6,72
4879,16,Male,4,3,8,66
4880,19,Male,6,6,8,66
4881,17,Other,0,2,8,80
4882,19,Male,3,4,6,53
4883,16,Other,7,8,5,76
4884,17,Male,7,2,5,19
4885,23,Female,0,8,4,82
4886,21,Male,2,3,7,58
4887,17,Female,3,1,5,50
4888,21,Male,1,1,7,70
4889,24,Female,5,7,8,85
4890,22,Male,1,3,8,93
4891,24,Male,2,6,4,70
4892,20,Female,5,7,5,73
4893,22,Female,3,4,8,56
4894,22,Female,5,5,6,60
4895,18,Male,7,4,8,43
